,Stock Price,Strike Price,Time to Maturity,Risk-Free Rate,Volatility,Option Type,Option Price
19584,125.4276,269.1842,0.25,0.045,0.25,call,0.0
19585,106.2825,129.1009,0.25,0.045,0.25,call,0.4603
19586,160.8745,220.4795,0.25,0.045,0.25,call,0.0578
19587,230.4659,299.0629,0.25,0.045,0.25,call,0.2808
19588,191.2312,294.6613,0.25,0.045,0.25,call,0.0029
19589,238.7484,140.3138,0.25,0.045,0.25,call,100.0043
19590,101.84,275.9527,0.25,0.045,0.25,call,0.0
19591,86.6633,113.5162,0.25,0.045,0.25,call,0.0866
19592,59.5724,188.9911,0.25,0.045,0.25,call,0.0
19593,99.8894,87.2319,0.25,0.045,0.25,call,14.319
19594,60.7145,284.7532,0.25,0.045,0.25,call,0.0
19595,85.0166,133.4064,0.25,0.045,0.25,call,0.0007
19596,260.0495,108.3088,0.25,0.045,0.25,call,152.9523
19597,85.0597,159.3655,0.25,0.045,0.25,call,0.0
19598,100.3323,70.3483,0.25,0.045,0.25,call,30.7761
19599,283.5518,286.6395,0.25,0.045,0.25,call,14.1875
19600,81.6302,278.5152,0.25,0.045,0.25,call,0.0
19601,295.1793,154.0987,0.25,0.045,0.25,call,142.8045
19602,135.6648,284.4872,0.25,0.045,0.25,call,0.0
19603,266.8555,92.6077,0.25,0.045,0.25,call,175.2838
19604,59.62,169.2317,0.25,0.045,0.25,call,0.0
19605,70.0496,263.5773,0.25,0.045,0.25,call,0.0
19606,295.4731,185.1868,0.25,0.045,0.25,call,112.3584
19607,149.9071,74.6967,0.25,0.045,0.25,call,76.046
19608,171.1727,271.8109,0.25,0.045,0.25,call,0.001
19609,287.706,291.446,0.25,0.045,0.25,call,14.1113
19610,278.249,165.8812,0.25,0.045,0.25,call,114.2236
19611,130.0789,155.0633,0.25,0.045,0.25,call,0.7765
19612,85.2058,131.4918,0.25,0.045,0.25,call,0.0012
19613,169.5976,72.9858,0.25,0.045,0.25,call,97.4283
19614,215.8869,294.8711,0.25,0.045,0.25,call,0.0841
19615,74.1983,210.2202,0.25,0.045,0.25,call,0.0
19616,287.7758,158.6816,0.25,0.045,0.25,call,130.8694
19617,122.1426,290.5894,0.25,0.045,0.25,call,0.0
19618,66.9169,288.626,0.25,0.045,0.25,call,0.0
19619,246.2757,161.2272,0.25,0.045,0.25,call,86.8537
19620,266.8882,207.8326,0.25,0.045,0.25,call,61.5746
19621,270.2247,107.878,0.25,0.045,0.25,call,163.5536
19622,238.1667,86.1563,0.25,0.045,0.25,call,152.9743
19623,264.2638,183.2825,0.25,0.045,0.25,call,83.0415
19624,144.3243,207.9269,0.25,0.045,0.25,call,0.0147
19625,166.4706,261.0178,0.25,0.045,0.25,call,0.0015
19626,79.1607,96.706,0.25,0.045,0.25,call,0.31
19627,148.4802,133.3866,0.25,0.045,0.25,call,18.1925
19628,206.9335,80.5876,0.25,0.045,0.25,call,127.2474
19629,129.9871,76.389,0.25,0.045,0.25,call,54.4527
19630,221.8237,111.2842,0.25,0.045,0.25,call,111.7844
19631,143.9467,235.844,0.25,0.045,0.25,call,0.0003
19632,119.1905,284.5336,0.25,0.045,0.25,call,0.0
19633,255.7126,94.5009,0.25,0.045,0.25,call,162.2688
19634,141.9263,107.2567,0.25,0.045,0.25,call,35.9208
19635,54.5969,262.4325,0.25,0.045,0.25,call,0.0
19636,176.6765,80.4192,0.25,0.045,0.25,call,97.1569
19637,228.0502,181.5676,0.25,0.045,0.25,call,48.7834
19638,200.6593,182.8006,0.25,0.045,0.25,call,22.5865
19639,99.4843,253.6719,0.25,0.045,0.25,call,0.0
19640,235.3704,117.9842,0.25,0.045,0.25,call,118.7061
19641,276.7757,257.5925,0.25,0.045,0.25,call,27.092
19642,174.544,226.0341,0.25,0.045,0.25,call,0.2219
19643,74.0333,289.0989,0.25,0.045,0.25,call,0.0
19644,75.612,100.7952,0.25,0.045,0.25,call,0.0515
19645,206.3355,221.0106,0.25,0.045,0.25,call,5.5829
19646,149.8043,253.6193,0.25,0.045,0.25,call,0.0001
19647,241.1846,180.6579,0.25,0.045,0.25,call,62.6178
19648,205.5302,199.5698,0.25,0.045,0.25,call,14.6611
19649,57.2128,273.3621,0.25,0.045,0.25,call,0.0
19650,157.6625,56.9362,0.25,0.045,0.25,call,101.3633
19651,228.0963,172.5749,0.25,0.045,0.25,call,57.5366
19652,88.2277,107.554,0.25,0.045,0.25,call,0.3588
19653,108.2718,50.5781,0.25,0.045,0.25,call,58.2595
19654,88.677,149.031,0.25,0.045,0.25,call,0.0001
19655,166.1504,293.3364,0.25,0.045,0.25,call,0.0
19656,239.0215,156.9761,0.25,0.045,0.25,call,83.8033
19657,239.8161,183.2139,0.25,0.045,0.25,call,58.764
19658,208.2147,212.0991,0.25,0.045,0.25,call,9.6757
19659,230.5987,139.7021,0.25,0.045,0.25,call,92.4595
19660,142.5717,211.0038,0.25,0.045,0.25,call,0.007
19661,179.6807,253.0686,0.25,0.045,0.25,call,0.033
19662,189.8371,216.8223,0.25,0.045,0.25,call,2.2074
19663,80.2173,50.1198,0.25,0.045,0.25,call,30.6583
19664,164.9994,252.8008,0.25,0.045,0.25,call,0.003
19665,189.8423,74.3483,0.25,0.045,0.25,call,116.3257
19666,105.8603,176.7493,0.25,0.045,0.25,call,0.0001
19667,83.6194,153.4641,0.25,0.045,0.25,call,0.0
19668,131.2015,279.2302,0.25,0.045,0.25,call,0.0
19669,102.496,57.4384,0.25,0.045,0.25,call,45.7002
19670,117.843,126.0596,0.25,0.045,0.25,call,3.2378
19671,216.1898,195.1795,0.25,0.045,0.25,call,25.7181
19672,196.861,74.5524,0.25,0.045,0.25,call,123.1427
19673,181.9989,258.7185,0.25,0.045,0.25,call,0.0264
19674,193.1875,166.1495,0.25,0.045,0.25,call,29.9174
19675,100.7346,64.4634,0.25,0.045,0.25,call,36.9927
19676,284.1119,265.5829,0.25,0.045,0.25,call,26.9817
19677,108.3481,253.4543,0.25,0.045,0.25,call,0.0
19678,125.0818,51.1039,0.25,0.045,0.25,call,74.5496
19679,63.128,173.1338,0.25,0.045,0.25,call,0.0
19680,192.0679,90.644,0.25,0.045,0.25,call,102.438
19681,222.7772,159.8228,0.25,0.045,0.25,call,64.7636
19682,240.7996,200.2489,0.25,0.045,0.25,call,43.4781
19683,81.6323,73.6582,0.25,0.045,0.25,call,9.7433
19684,230.9277,120.9201,0.25,0.045,0.25,call,111.3603
19685,221.8843,63.4839,0.25,0.045,0.25,call,159.1106
19686,51.1735,176.132,0.25,0.045,0.25,call,0.0
19687,50.6125,226.9665,0.25,0.045,0.25,call,0.0
19688,254.4193,58.8802,0.25,0.045,0.25,call,196.1977
19689,188.5298,170.9638,0.25,0.045,0.25,call,21.8324
19690,86.9969,157.6466,0.25,0.045,0.25,call,0.0
19691,99.9695,51.3441,0.25,0.045,0.25,call,49.1998
19692,147.6024,248.2266,0.25,0.045,0.25,call,0.0001
19693,281.6222,153.146,0.25,0.045,0.25,call,130.1894
19694,101.3625,127.6333,0.25,0.045,0.25,call,0.2263
19695,123.4277,89.6038,0.25,0.045,0.25,call,34.8426
19696,178.9178,284.7249,0.25,0.045,0.25,call,0.001
19697,278.798,222.5795,0.25,0.045,0.25,call,59.0578
19698,90.6787,175.9299,0.25,0.045,0.25,call,0.0
19699,82.4816,129.098,0.25,0.045,0.25,call,0.0008
19700,204.2955,200.4464,0.25,0.045,0.25,call,13.3673
19701,65.8097,185.9704,0.25,0.045,0.25,call,0.0
19702,106.3022,92.659,0.25,0.045,0.25,call,15.3869
19703,163.1793,125.7981,0.25,0.045,0.25,call,38.8828
19704,237.8906,254.8635,0.25,0.045,0.25,call,6.4208
19705,219.6791,56.7008,0.25,0.045,0.25,call,163.6126
19706,189.4294,58.4692,0.25,0.045,0.25,call,131.6143
19707,94.4431,71.7377,0.25,0.045,0.25,call,23.5465
19708,70.0248,145.6431,0.25,0.045,0.25,call,0.0
19709,184.5681,141.7886,0.25,0.045,0.25,call,44.4639
19710,118.6418,59.1154,0.25,0.045,0.25,call,60.1878
19711,240.3354,275.9774,0.25,0.045,0.25,call,2.5823
19712,181.8436,206.5576,0.25,0.045,0.25,call,2.2888
19713,261.4437,261.7354,0.25,0.045,0.25,call,14.3242
19714,130.8021,250.627,0.25,0.045,0.25,call,0.0
19715,67.9092,72.0844,0.25,0.045,0.25,call,2.0404
19716,145.3736,257.769,0.25,0.045,0.25,call,0.0
19717,244.5088,68.5415,0.25,0.045,0.25,call,176.7341
19718,138.5086,246.0672,0.25,0.045,0.25,call,0.0
19719,124.1161,72.2487,0.25,0.045,0.25,call,52.6757
19720,297.8579,99.5327,0.25,0.045,0.25,call,199.4387
19721,91.9685,156.501,0.25,0.045,0.25,call,0.0001
19722,202.0068,189.3061,0.25,0.045,0.25,call,18.8512
19723,248.3033,178.7657,0.25,0.045,0.25,call,71.5635
19724,250.1781,108.0299,0.25,0.045,0.25,call,143.3567
19725,296.1061,252.8551,0.25,0.045,0.25,call,47.4592
19726,143.8306,63.5091,0.25,0.045,0.25,call,81.032
19727,192.7702,96.157,0.25,0.045,0.25,call,97.6889
19728,182.9206,112.5499,0.25,0.045,0.25,call,71.63
19729,60.9134,242.5697,0.25,0.045,0.25,call,0.0
19730,283.7075,269.5206,0.25,0.045,0.25,call,23.9897
19731,263.0318,144.1191,0.25,0.045,0.25,call,120.525
19732,159.4666,161.3375,0.25,0.045,0.25,call,7.9157
19733,226.6521,171.4307,0.25,0.045,0.25,call,57.2227
19734,198.1813,144.016,0.25,0.045,0.25,call,55.8031
19735,223.6996,78.5152,0.25,0.045,0.25,call,146.0628
19736,145.886,234.8989,0.25,0.045,0.25,call,0.0005
19737,281.7616,191.5681,0.25,0.045,0.25,call,92.3424
19738,112.7595,186.6032,0.25,0.045,0.25,call,0.0002
19739,71.2804,117.5605,0.25,0.045,0.25,call,0.0001
19740,134.8172,116.6069,0.25,0.045,0.25,call,20.3006
19741,220.7621,130.4943,0.25,0.045,0.25,call,91.7277
19742,135.4691,73.2918,0.25,0.045,0.25,call,62.9972
19743,75.8001,281.3938,0.25,0.045,0.25,call,0.0
19744,196.4426,99.9072,0.25,0.045,0.25,call,97.6531
19745,282.5627,198.4883,0.25,0.045,0.25,call,86.3099
19746,169.9016,275.638,0.25,0.045,0.25,call,0.0005
19747,92.1411,278.6613,0.25,0.045,0.25,call,0.0
19748,207.028,59.6659,0.25,0.045,0.25,call,148.0295
19749,64.9941,133.6472,0.25,0.045,0.25,call,0.0
19750,184.5285,189.7018,0.25,0.045,0.25,call,7.8261
19751,245.5755,193.9534,0.25,0.045,0.25,call,54.0358
19752,295.9248,199.0219,0.25,0.045,0.25,call,99.1337
19753,99.0451,213.7912,0.25,0.045,0.25,call,0.0
19754,298.3837,264.5784,0.25,0.045,0.25,call,39.395
19755,68.4129,61.4521,0.25,0.045,0.25,call,8.3875
19756,152.5742,280.2264,0.25,0.045,0.25,call,0.0
19757,189.917,274.8174,0.25,0.045,0.25,call,0.0172
19758,178.0175,165.2601,0.25,0.045,0.25,call,17.7276
19759,111.4244,145.7238,0.25,0.045,0.25,call,0.1151
19760,245.0622,190.8461,0.25,0.045,0.25,call,56.5294
19761,244.801,156.9278,0.25,0.045,0.25,call,89.6296
19762,255.3742,299.362,0.25,0.045,0.25,call,2.0003
19763,297.3103,147.586,0.25,0.045,0.25,call,151.3753
19764,53.552,296.1648,0.25,0.045,0.25,call,0.0
19765,290.2992,205.2765,0.25,0.045,0.25,call,87.3378
19766,129.053,213.5209,0.25,0.045,0.25,call,0.0002
19767,284.835,97.7498,0.25,0.045,0.25,call,188.1787
19768,291.5124,299.5248,0.25,0.045,0.25,call,12.4306
19769,102.0222,231.2626,0.25,0.045,0.25,call,0.0
19770,191.8738,290.4108,0.25,0.045,0.25,call,0.0049
19771,148.1074,57.4717,0.25,0.045,0.25,call,91.2787
19772,286.0418,153.2591,0.25,0.045,0.25,call,134.4972
19773,279.5909,162.3625,0.25,0.045,0.25,call,119.0448
19774,235.0591,266.5396,0.25,0.045,0.25,call,3.0333
19775,271.9559,79.0358,0.25,0.045,0.25,call,193.8042
19776,73.6557,137.0054,0.25,0.045,0.25,call,0.0
19777,218.3302,118.9797,0.25,0.045,0.25,call,100.6815
19778,169.3133,80.2504,0.25,0.045,0.25,call,89.9607
19779,297.1481,231.3412,0.25,0.045,0.25,call,68.6097
19780,292.3066,240.4366,0.25,0.045,0.25,call,55.2343
19781,207.2492,142.122,0.25,0.045,0.25,call,66.7227
19782,127.6487,134.8682,0.25,0.045,0.25,call,4.0424
19783,72.3463,197.9147,0.25,0.045,0.25,call,0.0
19784,206.9742,230.8243,0.25,0.045,0.25,call,3.3639
19785,153.3769,101.5667,0.25,0.045,0.25,call,52.9479
19786,237.7935,245.5889,0.25,0.045,0.25,call,9.6208
19787,169.0755,121.7946,0.25,0.045,0.25,call,48.6615
19788,148.4993,105.384,0.25,0.045,0.25,call,44.3048
19789,154.0946,189.737,0.25,0.045,0.25,call,0.5236
19790,255.9751,120.1061,0.25,0.045,0.25,call,137.2126
19791,272.9558,196.5723,0.25,0.045,0.25,call,78.6114
19792,231.5503,202.1043,0.25,0.045,0.25,call,33.2823
19793,197.278,121.819,0.25,0.045,0.25,call,76.8219
19794,231.4905,183.8123,0.25,0.045,0.25,call,49.9927
19795,62.7163,56.0406,0.25,0.045,0.25,call,7.9272
19796,86.3358,285.5477,0.25,0.045,0.25,call,0.0
19797,218.1727,50.7733,0.25,0.045,0.25,call,167.9674
19798,183.6147,157.1644,0.25,0.045,0.25,call,29.1005
19799,149.0326,287.492,0.25,0.045,0.25,call,0.0
19800,291.8264,97.0368,0.25,0.045,0.25,call,195.8752
19801,165.02,85.6142,0.25,0.045,0.25,call,80.3635
19802,115.4218,268.1349,0.25,0.045,0.25,call,0.0
19803,176.2897,81.7609,0.25,0.045,0.25,call,95.4434
19804,72.2905,214.7828,0.25,0.045,0.25,call,0.0
19805,134.8313,238.9625,0.25,0.045,0.25,call,0.0
19806,100.3179,287.9565,0.25,0.045,0.25,call,0.0
19807,164.8919,101.6327,0.25,0.045,0.25,call,64.3962
19808,117.9346,277.9626,0.25,0.045,0.25,call,0.0
19809,193.7273,165.3686,0.25,0.045,0.25,call,31.1052
19810,158.7114,153.7456,0.25,0.045,0.25,call,11.5395
19811,172.7239,225.1405,0.25,0.045,0.25,call,0.1916
19812,214.7139,276.35,0.25,0.045,0.25,call,0.3099
19813,280.3929,295.0479,0.25,0.045,0.25,call,9.2911
19814,214.7998,103.6959,0.25,0.045,0.25,call,112.2639
19815,59.8471,63.9438,0.25,0.045,0.25,call,1.6674
19816,58.513,195.8951,0.25,0.045,0.25,call,0.0
19817,275.3095,50.3112,0.25,0.045,0.25,call,225.5612
19818,191.0819,190.3515,0.25,0.045,0.25,call,10.9499
19819,190.4818,144.8317,0.25,0.045,0.25,call,47.3499
19820,172.7308,186.085,0.25,0.045,0.25,call,4.364
19821,139.9208,243.9941,0.25,0.045,0.25,call,0.0
19822,113.7848,255.6367,0.25,0.045,0.25,call,0.0
19823,79.0608,99.2466,0.25,0.045,0.25,call,0.1872
19824,66.9073,199.4081,0.25,0.045,0.25,call,0.0
19825,135.8684,55.3699,0.25,0.045,0.25,call,81.1179
19826,299.9217,214.912,0.25,0.045,0.25,call,87.4417
19827,193.8419,203.9653,0.25,0.045,0.25,call,6.4259
19828,294.3233,210.1295,0.25,0.045,0.25,call,86.5692
19829,175.7692,75.8619,0.25,0.045,0.25,call,100.7559
19830,111.9765,128.8046,0.25,0.045,0.25,call,1.1727
19831,268.8594,229.4274,0.25,0.045,0.25,call,43.2356
19832,56.2718,298.1972,0.25,0.045,0.25,call,0.0
19833,178.9443,115.997,0.25,0.045,0.25,call,64.2457
19834,199.1589,206.9387,0.25,0.045,0.25,call,7.5636
19835,234.129,269.3377,0.25,0.045,0.25,call,2.4488
19836,212.6532,232.0084,0.25,0.045,0.25,call,4.6002
19837,256.8352,156.1564,0.25,0.045,0.25,call,102.4258
19838,202.2185,225.2865,0.25,0.045,0.25,call,3.333
19839,63.7902,192.8901,0.25,0.045,0.25,call,0.0
19840,83.8151,269.3631,0.25,0.045,0.25,call,0.0
19841,89.8488,215.631,0.25,0.045,0.25,call,0.0
19842,196.4638,92.202,0.25,0.045,0.25,call,105.2933
19843,115.614,105.414,0.25,0.045,0.25,call,12.9445
19844,257.0751,179.8307,0.25,0.045,0.25,call,79.2683
19845,124.4936,101.8223,0.25,0.045,0.25,call,24.0671
19846,187.3506,168.3851,0.25,0.045,0.25,call,22.8914
19847,168.8372,259.6425,0.25,0.045,0.25,call,0.0027
19848,265.9272,155.276,0.25,0.045,0.25,call,112.3883
19849,265.1834,287.405,0.25,0.045,0.25,call,6.2291
19850,224.6794,256.1792,0.25,0.045,0.25,call,2.6783
19851,220.0499,224.8175,0.25,0.045,0.25,call,9.9326
19852,204.5467,187.9532,0.25,0.045,0.25,call,21.7975
19853,91.9778,203.3071,0.25,0.045,0.25,call,0.0
19854,204.0345,180.9076,0.25,0.045,0.25,call,26.9472
19855,66.1826,250.1956,0.25,0.045,0.25,call,0.0
19856,254.483,104.7345,0.25,0.045,0.25,call,150.9201
19857,215.5814,284.6436,0.25,0.045,0.25,call,0.1814
19858,179.8231,212.0148,0.25,0.045,0.25,call,1.285
19859,169.2556,141.1257,0.25,0.045,0.25,call,30.2167
19860,94.7555,170.2168,0.25,0.045,0.25,call,0.0
19861,234.5749,99.7831,0.25,0.045,0.25,call,135.9081
19862,127.0803,225.8224,0.25,0.045,0.25,call,0.0
19863,204.1263,67.3444,0.25,0.045,0.25,call,137.5352
19864,81.379,117.5518,0.25,0.045,0.25,call,0.0077
19865,71.6608,161.9035,0.25,0.045,0.25,call,0.0
19866,166.8423,90.5187,0.25,0.045,0.25,call,77.3363
19867,150.5744,73.1937,0.25,0.045,0.25,call,78.1996
19868,266.8735,81.0455,0.25,0.045,0.25,call,186.7346
19869,298.41,281.1398,0.25,0.045,0.25,call,26.8145
19870,209.6529,279.7336,0.25,0.045,0.25,call,0.1399
19871,206.4512,87.6475,0.25,0.045,0.25,call,119.7842
19872,187.0859,223.7836,0.25,0.045,0.25,call,1.0548
19873,165.476,70.472,0.25,0.045,0.25,call,95.7924
19874,115.4618,90.9214,0.25,0.045,0.25,call,25.6651
19875,290.788,263.1874,0.25,0.045,0.25,call,34.0719
19876,219.2325,105.0376,0.25,0.045,0.25,call,115.37
19877,68.4789,288.7908,0.25,0.045,0.25,call,0.0
19878,279.4337,201.1049,0.25,0.045,0.25,call,80.6077
19879,222.2691,106.3975,0.25,0.045,0.25,call,117.0618
19880,264.642,218.9347,0.25,0.045,0.25,call,48.8398
19881,202.0509,241.9056,0.25,0.045,0.25,call,1.1218
19882,140.7007,173.2944,0.25,0.045,0.25,call,0.4756
19883,151.5044,268.391,0.25,0.045,0.25,call,0.0
19884,174.094,188.7123,0.25,0.045,0.25,call,4.0815
19885,271.8917,227.7329,0.25,0.045,0.25,call,47.5955
19886,283.1007,143.5709,0.25,0.045,0.25,call,141.136
19887,126.8546,112.484,0.25,0.045,0.25,call,16.7472
19888,202.0768,92.2658,0.25,0.045,0.25,call,110.8432
19889,242.1733,96.4571,0.25,0.045,0.25,call,146.7952
19890,78.6971,191.7053,0.25,0.045,0.25,call,0.0
19891,143.5038,150.0153,0.25,0.045,0.25,call,5.1088
19892,53.9222,190.9238,0.25,0.045,0.25,call,0.0
19893,63.3517,197.076,0.25,0.045,0.25,call,0.0
19894,135.7804,266.5029,0.25,0.045,0.25,call,0.0
19895,290.239,73.571,0.25,0.045,0.25,call,217.491
19896,284.0419,136.5666,0.25,0.045,0.25,call,149.003
19897,95.1036,162.7223,0.25,0.045,0.25,call,0.0
19898,252.2546,65.0287,0.25,0.045,0.25,call,187.9534
19899,102.9661,228.8798,0.25,0.045,0.25,call,0.0
19900,180.9191,213.0385,0.25,0.045,0.25,call,1.3192
19901,189.6883,280.9443,0.25,0.045,0.25,call,0.0091
19902,148.4521,91.0157,0.25,0.045,0.25,call,58.4547
19903,253.1115,141.2573,0.25,0.045,0.25,call,113.4345
19904,278.2705,274.3207,0.25,0.045,0.25,call,17.4867
19905,232.9472,298.7122,0.25,0.045,0.25,call,0.3625
19906,179.1653,140.4407,0.25,0.045,0.25,call,40.4466
19907,275.7865,175.7657,0.25,0.045,0.25,call,101.9878
19908,216.6149,53.7895,0.25,0.045,0.25,call,163.4272
19909,186.2658,78.5444,0.25,0.045,0.25,call,108.6001
19910,150.9351,254.0811,0.25,0.045,0.25,call,0.0001
19911,210.1323,286.6778,0.25,0.045,0.25,call,0.0841
19912,73.1815,117.965,0.25,0.045,0.25,call,0.0003
19913,252.9949,252.3741,0.25,0.045,0.25,call,14.3194
19914,287.4918,131.816,0.25,0.045,0.25,call,157.1504
19915,183.6078,284.5663,0.25,0.045,0.25,call,0.0023
19916,252.295,124.6346,0.25,0.045,0.25,call,129.0547
19917,250.2668,156.782,0.25,0.045,0.25,call,95.2391
19918,152.0316,225.9079,0.25,0.045,0.25,call,0.0066
19919,114.8899,52.1589,0.25,0.045,0.25,call,63.3146
19920,255.5269,186.9745,0.25,0.045,0.25,call,70.6853
19921,293.6492,130.8111,0.25,0.045,0.25,call,164.3015
19922,297.3802,156.563,0.25,0.045,0.25,call,142.5686
19923,63.9555,74.1031,0.25,0.045,0.25,call,0.6003
19924,111.1353,97.7511,0.25,0.045,0.25,call,15.3368
19925,243.2007,191.1135,0.25,0.045,0.25,call,54.4415
19926,238.8194,206.852,0.25,0.045,0.25,call,35.7076
19927,287.9645,295.4784,0.25,0.045,0.25,call,12.4486
19928,84.1827,142.0104,0.25,0.045,0.25,call,0.0001
19929,127.8695,114.1439,0.25,0.045,0.25,call,16.2559
19930,202.3613,264.7344,0.25,0.045,0.25,call,0.2077
19931,131.578,154.2494,0.25,0.045,0.25,call,1.0298
19932,273.0929,254.8993,0.25,0.045,0.25,call,26.2069
19933,86.7694,62.2424,0.25,0.045,0.25,call,25.2316
19934,288.7229,75.1088,0.25,0.045,0.25,call,214.4543
19935,134.5198,206.2867,0.25,0.045,0.25,call,0.0023
19936,190.878,224.8528,0.25,0.045,0.25,call,1.3832
19937,101.9245,84.1385,0.25,0.045,0.25,call,18.9796
19938,173.7809,160.3384,0.25,0.045,0.25,call,18.0304
19939,144.572,143.1125,0.25,0.045,0.25,call,8.7628
19940,151.7677,57.9257,0.25,0.045,0.25,call,94.4901
19941,119.0644,50.7597,0.25,0.045,0.25,call,68.8726
19942,228.48,258.322,0.25,0.045,0.25,call,3.0735
19943,147.6466,116.9154,0.25,0.045,0.25,call,32.1944
19944,291.9946,143.6501,0.25,0.045,0.25,call,149.9515
19945,266.6611,85.4096,0.25,0.045,0.25,call,182.207
19946,98.4738,103.8616,0.25,0.045,0.25,call,3.18
19947,255.2717,143.1252,0.25,0.045,0.25,call,113.7476
19948,246.9178,167.9041,0.25,0.045,0.25,call,80.8972
19949,82.079,241.5459,0.25,0.045,0.25,call,0.0
19950,89.1013,55.9289,0.25,0.045,0.25,call,33.7982
19951,154.3093,119.8041,0.25,0.045,0.25,call,35.9502
19952,183.5485,95.5408,0.25,0.045,0.25,call,89.0766
19953,143.3111,263.4365,0.25,0.045,0.25,call,0.0
19954,194.5194,70.225,0.25,0.045,0.25,call,125.08
19955,67.6978,277.2,0.25,0.045,0.25,call,0.0
19956,293.4652,161.3877,0.25,0.045,0.25,call,133.8829
19957,93.972,299.5163,0.25,0.045,0.25,call,0.0
19958,249.108,289.8494,0.25,0.045,0.25,call,2.192
19959,273.3402,158.0517,0.25,0.045,0.25,call,117.0567
19960,63.013,283.4955,0.25,0.045,0.25,call,0.0
19961,159.1563,52.1505,0.25,0.045,0.25,call,107.5892
19962,118.3087,269.0656,0.25,0.045,0.25,call,0.0
19963,158.8435,214.9836,0.25,0.045,0.25,call,0.0766
19964,134.471,187.288,0.25,0.045,0.25,call,0.0327
19965,247.6069,184.3641,0.25,0.045,0.25,call,65.3674
19966,204.6585,136.3358,0.25,0.045,0.25,call,69.8501
19967,276.31,151.3565,0.25,0.045,0.25,call,126.6467
19968,259.4705,111.4423,0.25,0.045,0.25,call,149.2749
19969,296.6119,160.5767,0.25,0.045,0.25,call,137.8315
19970,96.3422,290.3874,0.25,0.045,0.25,call,0.0
19971,262.3977,220.588,0.25,0.045,0.25,call,45.1964
19972,69.2815,205.2727,0.25,0.045,0.25,call,0.0
19973,170.454,235.1552,0.25,0.045,0.25,call,0.0523
19974,140.1187,269.711,0.25,0.045,0.25,call,0.0
19975,124.7434,109.9992,0.25,0.045,0.25,call,16.98
19976,76.8019,295.9344,0.25,0.045,0.25,call,0.0
19977,185.8201,260.4317,0.25,0.045,0.25,call,0.0386
19978,150.6437,286.0369,0.25,0.045,0.25,call,0.0
19979,177.9615,95.5106,0.25,0.045,0.25,call,83.5193
19980,227.0698,89.4918,0.25,0.045,0.25,call,138.5792
19981,52.1158,227.1335,0.25,0.045,0.25,call,0.0
19982,229.9686,67.553,0.25,0.045,0.25,call,163.1712
19983,128.2165,192.6887,0.25,0.045,0.25,call,0.0041
19984,229.356,238.7068,0.25,0.045,0.25,call,8.5604
19985,191.7681,263.5112,0.25,0.045,0.25,call,0.0647
19986,83.9646,226.5633,0.25,0.045,0.25,call,0.0
19987,211.2205,183.1817,0.25,0.045,0.25,call,31.3774
19988,164.226,229.5923,0.25,0.045,0.25,call,0.0364
19989,215.5704,189.2196,0.25,0.045,0.25,call,30.0786
19990,117.7685,221.1089,0.25,0.045,0.25,call,0.0
19991,128.7003,220.368,0.25,0.045,0.25,call,0.0001
19992,83.5557,199.4237,0.25,0.045,0.25,call,0.0
19993,153.6361,60.0346,0.25,0.045,0.25,call,94.2731
19994,261.9799,112.6137,0.25,0.045,0.25,call,150.626
19995,227.9099,218.8224,0.25,0.045,0.25,call,17.7789
19996,151.3905,190.1288,0.25,0.045,0.25,call,0.3554
19997,55.2438,223.2399,0.25,0.045,0.25,call,0.0
19998,57.8422,109.6278,0.25,0.045,0.25,call,0.0
19999,136.2906,202.417,0.25,0.045,0.25,call,0.006
20000,55.39,180.061,0.25,0.05,0.25,call,0.0
20001,86.2034,214.3551,0.25,0.05,0.25,call,0.0
20002,81.2826,291.8198,0.25,0.05,0.25,call,0.0
20003,168.5251,269.1412,0.25,0.05,0.25,call,0.0009
20004,156.9809,253.4428,0.25,0.05,0.25,call,0.0006
20005,281.1049,128.9536,0.25,0.05,0.25,call,153.7532
20006,77.8231,148.1235,0.25,0.05,0.25,call,0.0
20007,161.2585,218.2221,0.25,0.05,0.25,call,0.0803
20008,156.7112,287.5287,0.25,0.05,0.25,call,0.0
20009,131.5513,94.4134,0.25,0.05,0.25,call,38.3231
20010,152.8436,137.8602,0.25,0.05,0.25,call,18.422
20011,259.2659,51.1314,0.25,0.05,0.25,call,208.7697
20012,143.8161,73.191,0.25,0.05,0.25,call,71.5343
20013,157.3784,197.6466,0.25,0.05,0.25,call,0.3785
20014,213.6025,93.1522,0.25,0.05,0.25,call,121.6075
20015,76.5851,218.6295,0.25,0.05,0.25,call,0.0
20016,88.3929,209.4892,0.25,0.05,0.25,call,0.0
20017,126.1686,144.5349,0.25,0.05,0.25,call,1.4302
20018,250.9736,167.2435,0.25,0.05,0.25,call,85.8103
20019,59.7666,197.272,0.25,0.05,0.25,call,0.0
20020,198.0313,203.9357,0.25,0.05,0.25,call,8.3579
20021,273.9,270.4717,0.25,0.05,0.25,call,17.1452
20022,177.9534,210.7575,0.25,0.05,0.25,call,1.2065
20023,264.4086,152.2,0.25,0.05,0.25,call,114.0994
20024,121.1344,161.7981,0.25,0.05,0.25,call,0.0812
20025,184.0757,223.5368,0.25,0.05,0.25,call,0.8186
20026,234.2247,275.6375,0.25,0.05,0.25,call,1.7596
